#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -3.076     0.04343        2.15   0.0008395   8.395e-05
      0.5563      -2.411     0.04343         3.6    0.003879   0.0003879
      0.6532      -2.236     0.04343         4.5    0.005805   0.0005805
      0.7634      -2.044     0.04343         5.8    0.009027   0.0009027
      0.8976      -1.908     0.04343         7.9     0.01235    0.001235
        1.38      -1.152     0.04343          24      0.0704     0.00704
           2    -0.03327      0.1571         100      0.9262       0.335
       2.204      0.4488      0.1555         160       2.811       1.006
       2.929       0.576      0.1308         850       3.767       1.135
       5.301      -1.656     0.05306       2e+05      0.0221      0.0027
