#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.328     0.04343        2.15     0.04699    0.004699
      0.5563      -1.265     0.04343         3.6     0.05437    0.005437
      0.6532      -1.434     0.04343         4.5     0.03679    0.003679
      0.7634      -1.344     0.04343         5.8     0.04532    0.004532
      0.8976      -1.421     0.04343         7.9     0.03792    0.003792
       1.204     -0.3913     0.04343          16      0.4062     0.04062
        1.38     -0.3334     0.04343          24      0.4641     0.04641
           2      0.9443     0.04343         100       8.797      0.8797
       2.204       1.156     0.04343         160       14.33       1.433
       2.398       1.154     0.04343         250       14.24       1.424
       2.544       1.005      0.1049         350       10.11       2.442
       2.699      0.8809      0.1191         500       7.602       2.085
       5.301      -1.277     0.04343       2e+05      0.0529     0.00529
