#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.068     0.04343        2.15     0.08551    0.008551
      0.5563     -0.9367     0.04343         3.6      0.1157     0.01157
      0.6532      -1.072     0.04343         4.5     0.08469    0.008469
      0.7634      -1.087     0.04343         5.8     0.08189    0.008189
      0.8976      -1.048     0.04343         7.9     0.08944    0.008944
       1.204     -0.2756     0.04343          16      0.5302     0.05302
        1.38    -0.08645     0.04343          24      0.8195     0.08195
           2       1.448     0.04343         100       28.02       2.802
       2.204       1.627     0.04343         160        42.4        4.24
       2.398       1.505     0.04343         250       31.98       3.198
       2.544        1.27     0.08436         350       18.63        3.62
       2.699       1.108       0.141         500       12.82        4.16
       5.301     -0.9586     0.04343       2e+05        0.11       0.011
