#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.572     0.04343        2.15     0.02679    0.002679
      0.5563      -1.673     0.04343         3.6     0.02125    0.002125
      0.6532      -1.804     0.04343         4.5     0.01571    0.001571
      0.7634      -1.892     0.04343         5.8     0.01283    0.001283
      0.8976      -1.797     0.04343         7.9     0.01596    0.001596
       1.204      -1.259     0.05552          16     0.05502    0.007034
        1.38      -1.271     0.04343          24     0.05363    0.005363
           2      0.2858     0.07232         100       1.931      0.3215
       2.204      0.6293     0.08261         160       4.258        0.81
       5.301      -2.177      0.1896       2e+05    0.006651    0.002903
