#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.704     0.04343        2.15     0.01977    0.001977
      0.5563      -1.538     0.04343         3.6     0.02897    0.002897
      0.6532      -1.644     0.04343         4.5     0.02269    0.002269
      0.7634      -1.806     0.04343         5.8     0.01563    0.001563
      0.8976       -1.77     0.04343         7.9     0.01697    0.001697
       1.204     -0.8225     0.04343          16      0.1505     0.01505
        1.38     -0.8116     0.04343          24      0.1543     0.01543
           2      0.3926     0.06185         100        2.47      0.3517
       2.204      0.5367      0.1309         160       3.441       1.037
       2.398      0.7973     0.08667         250        6.27       1.251
       5.301      -1.986      0.1144       2e+05     0.01032    0.002718
