#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.548     0.04343        2.15     0.02831    0.002831
      0.5563      -1.243     0.04343         3.6     0.05713    0.005713
      0.6532      -1.356     0.04343         4.5      0.0441     0.00441
      0.7634      -1.301     0.04343         5.8     0.04995    0.004995
      0.8976      -1.411     0.04343         7.9     0.03882    0.003882
        1.38     -0.4665     0.04343          24      0.3416     0.03416
           2      0.8035     0.04343         100        6.36       0.636
       2.204       1.132     0.04343         160       13.55       1.355
       2.398       1.306     0.04343         250       20.23       2.023
       2.544       1.139      0.1192         350       13.77       3.778
       2.699       1.061      0.1482         500        11.5       3.924
       3.064     0.09501      0.2076        1160       1.245      0.5951
       5.301      -1.485     0.04343       2e+05      0.0327     0.00327
