#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.652     0.04343        2.15     0.02228    0.002228
      0.5563       -1.57     0.04343         3.6     0.02691    0.002691
      0.6532      -1.726     0.04343         4.5     0.01879    0.001879
      0.7634       -1.74     0.04343         5.8     0.01821    0.001821
      0.8976      -1.865     0.04343         7.9     0.01364    0.001364
       1.204     -0.8105     0.04343          16      0.1547     0.01547
        1.38     -0.7972     0.04343          24      0.1595     0.01595
           2      0.4178     0.05547         100       2.617      0.3343
       2.204      0.7018      0.0704         160       5.033      0.8158
       2.398      0.8051     0.05924         250       6.384      0.8709
       2.544      0.6293     0.08437         350       4.259      0.8273
       5.301      -1.986       0.109       2e+05     0.01032    0.002589
