#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.056     0.04343        2.15     0.00879    0.000879
      0.5563      -1.753     0.04343         3.6     0.01766    0.001766
      0.6532       -1.66     0.04343         4.5     0.02189    0.002189
      0.7634      -1.698     0.04343         5.8     0.02004    0.002004
      0.8976      -1.684     0.04343         7.9      0.0207     0.00207
       1.204       -1.21     0.05513          16     0.06162    0.007822
        1.38     -0.8955     0.04343          24      0.1272     0.01272
           2      0.5303     0.04454         100       3.391      0.3477
       2.204      0.7388     0.05365         160       5.481      0.6771
       2.398         0.8     0.09437         250       6.309       1.371
