#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.188     0.04343        2.15    0.006486   0.0006486
      0.5563      -1.945     0.04343         3.6     0.01134    0.001134
      0.6532      -1.907     0.04343         4.5     0.01239    0.001239
      0.7634      -2.004     0.04343         5.8    0.009901   0.0009901
      0.8976      -2.027     0.04343         7.9    0.009399   0.0009399
       1.204      -1.422     0.08115          16     0.03787    0.007076
        1.38      -1.105     0.04343          24     0.07856    0.007856
           2    -0.09883      0.1741         100      0.7965      0.3193
       2.204      0.4297      0.1217         160        2.69      0.7536
       5.301      -2.012      0.1161       2e+05    0.009717    0.002598
