#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.252     0.04343        2.15    0.005598   0.0005598
      0.5563       -1.89     0.04343         3.6     0.01287    0.001287
      0.6532      -1.883     0.04343         4.5      0.0131     0.00131
      0.7634      -1.912     0.04343         5.8     0.01224    0.001224
      0.8976      -2.003     0.04343         7.9    0.009937   0.0009937
       1.204      -1.148     0.04583          16     0.07105    0.007498
        1.38      -1.422     0.05726          24     0.03783    0.004988
       2.204      0.5296      0.1169         160       3.385      0.9111
       2.398       0.795     0.07378         250       6.237        1.06
       2.544      0.5747      0.1991         350       3.756       1.722
       5.301      -1.545      0.1082       2e+05      0.0285      0.0071
