#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.78     0.04343        2.15     0.00166    0.000166
      0.5563      -2.372     0.04343         3.6     0.00425    0.000425
      0.6532      -2.196     0.04343         4.5     0.00637    0.000637
      0.7634      -2.069     0.04343         5.8    0.008527   0.0008527
      0.8976      -1.954     0.04343         7.9     0.01111    0.001111
        1.38      -1.257     0.04343          24      0.0553     0.00553
       2.398      0.6649      0.1053         250       4.623       1.121
       2.544      0.7997     0.09063         350       6.305       1.316
       2.699      0.7704      0.1822         500       5.893       2.472
       5.301      -2.267      0.2092       2e+05    0.005413    0.002608
