#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.764     0.04343        2.15      0.1722     0.01722
      0.5563      -0.927     0.04343         3.6      0.1183     0.01183
      0.6532      -1.024     0.04343         4.5     0.09456    0.009456
      0.7634      -1.017     0.04343         5.8     0.09625    0.009625
        1.38     -0.1178     0.04343          24      0.7625     0.07625
           2       1.376     0.04343         100       23.76       2.376
       2.204       1.579     0.04343         160       37.96       3.796
       2.398       1.486     0.04343         250       30.59       3.059
       2.544       1.143      0.1335         350       13.91       4.275
       2.929      0.5735      0.1519         850       3.745        1.31
       5.301      -1.077     0.04343       2e+05      0.0838     0.00838
