#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.84     0.04343        2.15     0.01445    0.001445
      0.5563      -1.799     0.04343         3.6     0.01587    0.001587
      0.6532      -1.956     0.04343         4.5     0.01106    0.001106
      0.7634      -2.036     0.04343         5.8    0.009197   0.0009197
      0.8976      -2.079     0.04343         7.9    0.008344   0.0008344
       1.204      -1.225     0.04343          16     0.05957    0.005957
        1.38      -1.076     0.04343          24     0.08385    0.008385
           2      0.1088      0.1217         100       1.285        0.36
       2.204      0.4483     0.09889         160       2.807      0.6393
       5.301      -2.259       0.196       2e+05    0.005508    0.002486
