#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.096     0.04343        2.15      0.8017     0.08017
      0.5563     -0.6253     0.04343         3.6       0.237      0.0237
      0.6532     -0.7049     0.04343         4.5      0.1973     0.01973
      0.7634     -0.8499     0.04343         5.8      0.1413     0.01413
      0.8976     -0.2311     0.04343         7.9      0.5873     0.05873
        1.38    -0.08492     0.04343          24      0.8224     0.08224
           2       1.364     0.04343         100       23.11       2.311
       2.204       1.628     0.04343         160       42.46       4.246
       2.398       1.493     0.04343         250       31.15       3.115
       2.544       1.179     0.08549         350       15.11       2.975
       2.699      0.9054      0.1337         500       8.042       2.476
       5.301     -0.9759     0.07108       2e+05      0.1057      0.0173
