#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.412     0.04343        2.15    0.003873   0.0003873
      0.5563      -1.887     0.04343         3.6     0.01297    0.001297
      0.6532      -1.781     0.04343         4.5     0.01656    0.001656
      0.7634      -1.656     0.04343         5.8     0.02208    0.002208
      0.8976        -1.7     0.04343         7.9     0.01993    0.001993
        1.38     -0.8019     0.04343          24      0.1578     0.01578
           2       0.135      0.1699         100       1.365      0.5337
       2.204       0.735      0.1497         160       5.433       1.872
       2.398      0.8341      0.1789         250       6.825       2.811
       2.699       1.062       0.114         500       11.54       3.029
       3.064      0.3501      0.1427        1160       2.239       0.736
       5.301      -1.907     0.09363       2e+05     0.01238    0.002669
