#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.272     0.04343        2.15     0.05346    0.005346
      0.5563      -1.468     0.04343         3.6     0.03405    0.003405
      0.6532      -1.562     0.04343         4.5     0.02743    0.002743
      0.7634      -1.624     0.04343         5.8     0.02376    0.002376
      0.8976      -1.513     0.04343         7.9     0.03068    0.003068
        1.38     -0.9666     0.04343          24       0.108      0.0108
           2      0.3946     0.09109         100       2.481      0.5203
       2.204      0.7141      0.1045         160       5.178       1.246
       2.398      0.7097      0.1069         250       5.125       1.261
       5.301       -2.02      0.1203       2e+05    0.009548    0.002645
