#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.516     0.04343        2.15     0.03048    0.003048
      0.5563      -1.418     0.04343         3.6     0.03818    0.003818
      0.6532      -1.478     0.04343         4.5     0.03323    0.003323
      0.7634      -1.427     0.04343         5.8      0.0374     0.00374
      0.8976      -1.555     0.04343         7.9     0.02785    0.002785
       1.204      -1.187     0.06973          16     0.06502     0.01044
        1.38     -0.6538     0.04343          24      0.2219     0.02219
           2      0.4316     0.06659         100       2.701      0.4142
       2.204      0.8147      0.1193         160       6.527       1.792
       2.398       1.066      0.1357         250       11.63       3.634
       5.301      -2.254      0.1892       2e+05    0.005568    0.002426
