#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.444     0.04343        2.15      0.3597     0.03597
      0.5563        -0.8     0.04343         3.6      0.1585     0.01585
      0.6532     -0.7498     0.04343         4.5      0.1779     0.01779
      0.7634     -0.8761     0.04343         5.8       0.133      0.0133
      0.8976     -0.2981     0.04343         7.9      0.5034     0.05034
        1.38      0.1641     0.04343          24       1.459      0.1459
           2       1.596     0.04343         100        39.4        3.94
       2.204       1.782     0.04343         160       60.56       6.056
       2.398       1.621     0.04343         250       41.78       4.178
       2.544       1.227     0.06741         350       16.86       2.616
       5.301     -0.6664     0.04343       2e+05      0.2156     0.02156
