#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.096     0.04343        2.15     0.08017    0.008017
      0.5563      -1.139     0.04343         3.6     0.07257    0.007257
      0.6532      -1.323     0.04343         4.5     0.04756    0.004756
      0.7634      -1.347     0.04343         5.8       0.045      0.0045
      0.8976      -1.523     0.04343         7.9     0.03002    0.003002
       1.204      -0.978     0.04343          16      0.1052     0.01052
        1.38     -0.8962     0.04343          24       0.127      0.0127
           2      0.2865     0.07851         100       1.934      0.3496
       2.204      0.7693     0.06217         160       5.879      0.8415
       2.398      0.7771     0.09654         250       5.985        1.33
       2.544      0.7466      0.1435         350       5.579       1.843
       5.301      -1.933     0.09792       2e+05     0.01166    0.002629
