#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.904     0.04343        2.15     0.01247    0.001247
      0.5563      -1.786     0.04343         3.6     0.01638    0.001638
      0.6532      -1.939     0.04343         4.5     0.01152    0.001152
      0.7634      -1.879     0.04343         5.8     0.01321    0.001321
      0.8976      -2.067     0.04343         7.9    0.008579   0.0008579
       1.204      -1.008     0.04688          16      0.0982      0.0106
        1.38     -0.9439     0.04343          24      0.1138     0.01138
           2      0.2777     0.07936         100       1.896      0.3464
       2.204      0.3432      0.1709         160       2.204      0.8671
       2.398      0.5864      0.1211         250       3.858       1.076
       5.301      -2.178      0.1666       2e+05    0.006633    0.002545
