#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.276     0.04343        2.15    0.005297   0.0005297
      0.5563      -1.965     0.04343         3.6     0.01083    0.001083
      0.6532       -1.91     0.04343         4.5     0.01229    0.001229
      0.7634       -1.83     0.04343         5.8     0.01479    0.001479
      0.8976      -1.937     0.04343         7.9     0.01155    0.001155
        1.38     -0.9003     0.04343          24      0.1258     0.01258
           2      0.1381      0.1212         100       1.374      0.3835
       2.204      0.7011     0.09477         160       5.024       1.096
       2.398      0.8379      0.1169         250       6.886       1.853
       2.544      0.9537      0.1418         350       8.988       2.934
       5.301      -2.116      0.1456       2e+05    0.007655    0.002567
