#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.924     0.04343        2.15     0.01191    0.001191
      0.5563      -1.789     0.04343         3.6     0.01627    0.001627
      0.6532      -1.955     0.04343         4.5     0.01109    0.001109
      0.7634      -1.907     0.04343         5.8      0.0124     0.00124
      0.8976      -1.991     0.04343         7.9     0.01022    0.001022
       1.204      -1.013     0.04343          16     0.09699    0.009699
        1.38      -1.065     0.04343          24     0.08605    0.008605
           2      0.4054     0.07103         100       2.543      0.4159
       2.204      0.6658     0.09828         160       4.632       1.048
       2.398      0.5539      0.1277         250        3.58       1.052
       5.301      -1.852     0.07756       2e+05     0.01406    0.002511
