#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.848     0.04343        2.15      0.1419     0.01419
      0.5563      -1.152     0.04343         3.6     0.07053    0.007053
      0.6532      -1.188     0.04343         4.5     0.06482    0.006482
      0.7634      -1.331     0.04343         5.8     0.04669    0.004669
      0.8976      -1.135     0.04343         7.9     0.07335    0.007335
        1.38     -0.5829     0.04343          24      0.2613     0.02613
           2      0.7988     0.04343         100       6.293      0.6293
       2.204      0.8021     0.07056         160        6.34        1.03
       2.398      0.8202      0.1599         250        6.61       2.434
       5.301      -1.565      0.0463       2e+05      0.0272      0.0029
