#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.6532       5.301       5.301         4.5         -99       1e+05
      0.8976      -2.527      -2.527         7.9   -0.002215    0.002592
       1.204       7.301       7.301          16         -99       1e+07
           2       5.563       5.563         100      0.4031   1.828e+05
       2.204       1.361       1.361         160       3.037       9.971
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.281      -2.281       2e+05  -0.0004035    0.002817
