#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.072     0.04343        2.15    0.008472   0.0008472
      0.5563      -1.767     0.04343         3.6      0.0171     0.00171
      0.6532      -1.866     0.04343         4.5     0.01362    0.001362
      0.7634      -1.914     0.04343         5.8     0.01218    0.001218
      0.8976      -1.998     0.04343         7.9     0.01004    0.001004
       1.204      -1.283     0.05534          16     0.05213    0.006643
        1.38      -1.094     0.04343          24     0.08052    0.008052
           2    -0.05008      0.1647         100      0.8911      0.3379
       2.204      0.3017      0.1877         160       2.003      0.8658
       5.301      -2.148       0.152       2e+05    0.007107    0.002487
