#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -1.6     0.04343        2.15     0.02512    0.002512
      0.5563      -1.422     0.04343         3.6     0.03783    0.003783
      0.6532      -1.348     0.04343         4.5     0.04489    0.004489
      0.7634      -1.433     0.04343         5.8     0.03689    0.003689
      0.8976      -1.328     0.04343         7.9       0.047      0.0047
       1.204     -0.5074     0.04343          16      0.3109     0.03109
        1.38     -0.4492     0.04343          24      0.3555     0.03555
           2       1.164     0.04343         100        14.6        1.46
       2.204       1.363     0.04343         160       23.05       2.305
       2.398       1.356     0.04343         250       22.72       2.272
       2.544       1.177     0.05096         350       15.03       1.764
       2.699      0.8329       0.143         500       6.805        2.24
       5.301       -1.03     0.04343       2e+05      0.0933     0.00933
