#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.256     0.04343        2.15     0.05546    0.005546
      0.5563      -1.096     0.04343         3.6     0.08022    0.008022
      0.6532      -1.061     0.04343         4.5     0.08685    0.008685
      0.7634      -1.046     0.04343         5.8     0.09005    0.009005
      0.8976     -0.9923     0.04343         7.9      0.1018     0.01018
       1.204     -0.6362     0.04343          16      0.2311     0.02311
        1.38      -0.451     0.04343          24       0.354      0.0354
           2      0.4873     0.04914         100       3.071      0.3475
       2.204      0.8894     0.06315         160       7.751       1.127
       2.398       0.958     0.06304         250       9.079       1.318
       5.301      -1.445     0.07137       2e+05      0.0359      0.0059
