#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.24     0.04343        2.15    0.005754   0.0005754
      0.5563      -1.899     0.04343         3.6     0.01262    0.001262
      0.6532      -1.812     0.04343         4.5     0.01543    0.001543
      0.7634      -1.673     0.04343         5.8     0.02125    0.002125
      0.8976      -1.647     0.04343         7.9     0.02255    0.002255
        1.38     -0.7203     0.04343          24      0.1904     0.01904
           2      0.4743     0.06397         100       2.981       0.439
       2.204      0.8742     0.07414         160       7.485       1.278
       2.398       1.202      0.1401         250        15.9        5.13
       5.301      -1.451     0.08342       2e+05      0.0354      0.0068
