#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.452     0.04343        2.15    0.003532   0.0003532
      0.5563      -2.166     0.04343         3.6    0.006826   0.0006826
      0.6532      -2.148     0.04343         4.5    0.007115   0.0007115
      0.7634      -2.137     0.04343         5.8      0.0073     0.00073
      0.8976      -2.135     0.04343         7.9    0.007335   0.0007335
        1.38      -1.122     0.04343          24     0.07552    0.007552
           2     0.06337      0.1248         100       1.157      0.3325
       2.204      0.6356     0.08144         160       4.321      0.8104
       2.398       1.041     0.06815         250          11       1.726
       2.544       1.141      0.1402         350       13.82       4.463
       2.699       1.239      0.1006         500       17.34       4.018
       3.064      0.2843       0.151        1160       1.924       0.669
       5.301      -1.812     0.08178       2e+05      0.0154      0.0029
