#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634       5.301       5.301         5.8         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
        1.38       7.301       7.301          24         -99       1e+07
           2       0.593       0.593         100       1.479       1.219
       2.204       6.175       6.175         160       3.713   7.485e+05
       2.398       1.076       1.076         250       1.641       5.141
       2.544       1.205       1.205         350   2.905e-07        8.01
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850   5.194e-42       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301       -1000       -1000       2e+05      0.1535      -1e+10
