#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.552     0.04343        2.15     0.02805    0.002805
      0.5563      -1.304     0.04343         3.6     0.04968    0.004968
      0.6532      -1.222     0.04343         4.5     0.06001    0.006001
      0.7634      -1.215     0.04343         5.8     0.06096    0.006096
      0.8976      -1.329     0.04343         7.9     0.04683    0.004683
       1.204      -1.403      0.1064          16     0.03953    0.009684
        1.38     -0.8233     0.04343          24      0.1502     0.01502
           2      0.3796     0.07812         100       2.396      0.4311
       2.204      0.6949      0.1109         160       4.954       1.265
       2.398      0.9722     0.09012         250       9.379       1.946
       5.301      -1.462     0.04532       2e+05      0.0345      0.0036
