#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.72     0.04343        2.15     0.01905    0.001905
      0.5563       -1.73     0.04343         3.6     0.01863    0.001863
      0.6532      -1.906     0.04343         4.5     0.01241    0.001241
      0.7634      -1.899     0.04343         5.8     0.01261    0.001261
      0.8976      -2.058     0.04343         7.9    0.008755   0.0008755
       1.204      -1.266     0.05297          16     0.05415    0.006604
        1.38      -1.157     0.04343          24     0.06971    0.006971
           2     0.06294      0.1168         100       1.156      0.3109
       2.204      0.4113      0.1538         160       2.578      0.9129
       2.398      0.4215      0.2129         250       2.639       1.294
       5.301      -2.219      0.1834       2e+05    0.006038     0.00255
