#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.256     0.04343        2.15     0.05546    0.005546
      0.5563      -1.212     0.04343         3.6     0.06143    0.006143
      0.6532      -1.321     0.04343         4.5     0.04776    0.004776
      0.7634      -1.411     0.04343         5.8     0.03879    0.003879
      0.8976      -1.527     0.04343         7.9     0.02972    0.002972
        1.38     -0.6256     0.04343          24      0.2368     0.02368
           2      0.2601      0.1215         100        1.82      0.5091
       2.204      0.6691     0.08621         160       4.667      0.9265
       2.398        1.04     0.08281         250       10.98       2.093
       2.544        1.03      0.1289         350       10.71        3.18
       2.699       1.014      0.1077         500       10.33       2.563
       5.301      -1.796     0.07872       2e+05       0.016      0.0029
