#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.036     0.04343        2.15    0.009204   0.0009204
      0.5563      -2.137     0.04343         3.6    0.007296   0.0007296
      0.6532      -2.141     0.04343         4.5    0.007227   0.0007227
      0.7634      -2.144     0.04343         5.8    0.007174   0.0007174
      0.8976      -2.067     0.04343         7.9    0.008579   0.0008579
        1.38      -1.372     0.04343          24     0.04245    0.004245
           2      0.1408      0.1056         100       1.383      0.3362
       2.204      0.4222      0.1411         160       2.644      0.8587
       2.398      0.6542      0.1278         250       4.511       1.327
       5.301      -2.099      0.1335       2e+05    0.007962    0.002448
