#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.804     0.04343        2.15      0.0157     0.00157
      0.5563      -1.822     0.04343         3.6     0.01508    0.001508
      0.6532      -1.922     0.04343         4.5     0.01197    0.001197
      0.7634      -1.865     0.04343         5.8     0.01365    0.001365
      0.8976      -1.871     0.04343         7.9     0.01345    0.001345
       1.204      -1.342     0.07694          16     0.04551    0.008063
        1.38      -1.178     0.04343          24     0.06643    0.006643
           2      0.3491     0.07673         100       2.234      0.3948
       2.204      0.7652        0.11         160       5.824       1.475
       5.301      -2.133      0.1563       2e+05     0.00736    0.002648
