#      _xxWS        ftot       firac        fagn        fsfr
#
     -0.6277     0.04719   0.0002697   1.757e-13     0.04692
     -0.6177     0.03746    0.000298   1.757e-13     0.03716
     -0.6077     0.02774   0.0003352   1.757e-13      0.0274
     -0.5977     0.01802   0.0003773   1.757e-13     0.01765
     -0.5877     0.00832   0.0004269   1.757e-13    0.007893
     -0.5777   0.0004829   0.0004829   1.757e-13   1.297e-08
     -0.5677    0.000527    0.000527   1.757e-13   1.321e-08
     -0.5577   0.0005741    0.000574   1.757e-13   1.346e-08
     -0.5477   0.0005982   0.0005981   1.757e-13   1.371e-08
     -0.5377    0.000634    0.000634   1.757e-13   1.396e-08
     -0.5277   0.0006644   0.0006644   1.757e-13   1.422e-08
     -0.5177   0.0006983   0.0006983   1.757e-13   1.449e-08
     -0.5077   0.0007197   0.0007196   1.757e-13   1.476e-08
     -0.4977   0.0007676   0.0007676   1.757e-13   1.503e-08
     -0.4877   0.0008127   0.0008127   1.757e-13   1.531e-08
     -0.4777   0.0008519   0.0008519   1.757e-13    1.56e-08
     -0.4677   0.0008886   0.0008886   1.757e-13   1.589e-08
     -0.4577   0.0009174   0.0009174   1.757e-13   1.618e-08
     -0.4477   0.0009406   0.0009406   1.757e-13   1.648e-08
     -0.4377   0.0009636   0.0009636   1.757e-13   1.679e-08
     -0.4277   0.0009882   0.0009882   1.757e-13    1.71e-08
     -0.4177    0.001023    0.001023   1.757e-13   1.742e-08
     -0.4077    0.001048    0.001048   1.757e-13   1.774e-08
     -0.3977     0.00108     0.00108   1.757e-13   1.807e-08
     -0.3877    0.001122    0.001122   1.757e-13   1.841e-08
     -0.3777     0.00118     0.00118   1.757e-13   1.875e-08
     -0.3677    0.001219    0.001219   1.757e-13    1.91e-08
     -0.3577    0.001262    0.001262   1.757e-13   1.945e-08
     -0.3477    0.001298    0.001298   1.757e-13   1.982e-08
     -0.3377     0.00133     0.00133   1.757e-13   2.018e-08
     -0.3277    0.001356    0.001356   1.757e-13   2.056e-08
     -0.3177    0.001383    0.001383   1.757e-13   2.094e-08
     -0.3077    0.001412    0.001412   1.757e-13   2.133e-08
     -0.2977    0.001438    0.001438   1.757e-13   2.173e-08
     -0.2877    0.001467    0.001467   1.757e-13   2.213e-08
     -0.2777    0.001497    0.001497   1.757e-13   2.254e-08
     -0.2677    0.001526    0.001526   1.757e-13   2.296e-08
     -0.2577    0.001545    0.001545   1.757e-13   2.339e-08
     -0.2477    0.001569    0.001569   1.757e-13   2.382e-08
     -0.2377    0.001596    0.001596   1.757e-13   2.427e-08
     -0.2277     0.00162     0.00162   1.757e-13   2.472e-08
     -0.2177    0.001645    0.001645   1.757e-13   2.518e-08
     -0.2077    0.001674    0.001674   1.757e-13   2.564e-08
     -0.1977    0.001713    0.001713   1.757e-13   2.612e-08
     -0.1877    0.001747    0.001747   1.757e-13   2.661e-08
     -0.1777    0.001782    0.001782   1.757e-13    2.71e-08
     -0.1677    0.001822    0.001822   1.757e-13   2.761e-08
     -0.1577    0.001856    0.001856   1.757e-13   2.812e-08
     -0.1477    0.001891    0.001891   1.757e-13   2.864e-08
     -0.1377    0.001923    0.001923   1.757e-13   2.917e-08
     -0.1277    0.001965    0.001965   1.757e-13   2.972e-08
     -0.1177    0.002068    0.002068   1.757e-13   3.027e-08
     -0.1077    0.002137    0.002137   1.757e-13   3.083e-08
    -0.09771    0.002233    0.002233   1.757e-13   3.141e-08
    -0.08771    0.002386    0.002386   1.757e-13   3.199e-08
    -0.07771    0.002552    0.002552   1.757e-13   3.258e-08
    -0.06771    0.002717    0.002717   1.757e-13   3.319e-08
    -0.05771    0.002877    0.002877   1.757e-13   3.381e-08
    -0.04771    0.003059    0.003059   1.757e-13   3.444e-08
    -0.03771     0.00326     0.00326   1.757e-13   3.508e-08
    -0.02771    0.003461    0.003461   1.757e-13   3.573e-08
    -0.01771    0.003664    0.003664   1.757e-13   3.639e-08
   -0.007706     0.00387     0.00387   1.757e-13   3.707e-08
    0.002294    0.004057    0.004057   1.757e-13   3.776e-08
     0.01229    0.004169    0.004169   1.757e-13   3.846e-08
     0.02229    0.004336    0.004336   1.757e-13   3.917e-08
     0.03229    0.004475    0.004475   1.757e-13    3.99e-08
     0.04229    0.004544    0.004544   1.757e-13   4.064e-08
     0.05229    0.004607    0.004607   1.757e-13    4.14e-08
     0.06229    0.004678    0.004678   1.757e-13   4.217e-08
     0.07229    0.004753    0.004753   1.757e-13   4.295e-08
     0.08229     0.00482     0.00482   1.757e-13   4.375e-08
     0.09229    0.004859    0.004859   1.757e-13   4.457e-08
      0.1023    0.004908    0.004908   1.757e-13   4.539e-08
      0.1123    0.004964    0.004963   1.757e-13   4.624e-08
      0.1223    0.005028    0.005028   1.757e-13    4.71e-08
      0.1323    0.005111    0.005111   1.757e-13   4.797e-08
      0.1423    0.005194    0.005194   1.757e-13   4.887e-08
      0.1523     0.00526     0.00526   1.757e-13   4.977e-08
      0.1623    0.005326    0.005326   1.757e-13    5.07e-08
      0.1723    0.005406    0.005406   1.757e-13   5.164e-08
      0.1823    0.005495    0.005495   1.757e-13    5.26e-08
      0.1923     0.00557     0.00557   1.757e-13   5.358e-08
      0.2023    0.005649    0.005649   1.757e-13   5.458e-08
