#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.188     0.04343        2.15    0.006486   0.0006486
      0.5563      -1.768     0.04343         3.6     0.01707    0.001707
      0.6532      -1.785     0.04343         4.5      0.0164     0.00164
      0.7634       -1.89     0.04343         5.8     0.01287    0.001287
      0.8976      -1.791     0.04343         7.9     0.01617    0.001617
       1.204     -0.8582     0.04343          16      0.1386     0.01386
        1.38     -0.9435     0.04343          24      0.1139     0.01139
           2      0.3549     0.05276         100       2.264       0.275
       2.204      0.9515     0.04343         160       8.942      0.8942
       2.398      0.8341      0.1393         250       6.825       2.188
       5.301      -1.439     0.08948       2e+05      0.0364      0.0075
