#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.352     0.04343        2.15    0.004446   0.0004446
      0.5563      -2.107     0.04343         3.6    0.007821   0.0007821
      0.6532      -1.961     0.04343         4.5     0.01093    0.001093
      0.7634      -1.911     0.04343         5.8     0.01227    0.001227
      0.8976      -1.952     0.04343         7.9     0.01118    0.001118
       1.204      -1.315      0.1109          16      0.0484     0.01236
        1.38     -0.6155     0.04343          24      0.2424     0.02424
           2      0.3029     0.09059         100       2.009       0.419
       2.204      0.8559     0.04703         160       7.177      0.7772
       2.398      0.9252     0.08349         250       8.418       1.618
       2.544      0.8317      0.1499         350       6.788       2.343
       2.699       1.032      0.1483         500       10.76       3.674
       5.301       -1.51     0.04343       2e+05      0.0309     0.00309
