#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.396     0.04343        2.15    0.004018   0.0004018
      0.5563      -1.726     0.04343         3.6     0.01879    0.001879
      0.6532      -1.732     0.04343         4.5     0.01852    0.001852
      0.7634      -1.601     0.04343         5.8     0.02508    0.002508
      0.8976      -1.632     0.04343         7.9     0.02336    0.002336
        1.38     -0.9201     0.04343          24      0.1202     0.01202
           2      0.4219     0.09213         100       2.642      0.5604
       2.204      0.9527     0.09496         160       8.967       1.961
       2.398       1.158      0.1444         250       14.38       4.782
       2.929      0.6707      0.1027         850       4.685       1.108
       3.064      0.4302      0.1174        1160       2.693      0.7278
       5.301      -1.073     0.04343       2e+05      0.0845     0.00845
