#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -1.4     0.04343        2.15     0.03981    0.003981
      0.5563      -1.377     0.04343         3.6     0.04199    0.004199
      0.6532      -1.568     0.04343         4.5     0.02706    0.002706
      0.7634      -1.595     0.04343         5.8     0.02542    0.002542
      0.8976      -1.734     0.04343         7.9     0.01845    0.001845
       1.204     -0.9614     0.04343          16      0.1093     0.01093
        1.38     -0.8798     0.04343          24      0.1319     0.01319
           2      0.3101     0.08082         100       2.042      0.3801
       2.204      0.7953     0.05681         160       6.242      0.8165
       2.398      0.7466      0.2094         250       5.579       2.691
