#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.196     0.04343        2.15    0.006368   0.0006368
      0.5563      -1.862     0.04343         3.6     0.01373    0.001373
      0.6532      -1.939     0.04343         4.5     0.01152    0.001152
      0.7634      -2.057     0.04343         5.8    0.008762   0.0008762
      0.8976      -1.998     0.04343         7.9     0.01004    0.001004
       1.204      -1.145     0.04343          16     0.07167    0.007167
        1.38      -1.136     0.04343          24     0.07315    0.007315
       2.204      0.4215      0.1168         160        2.64      0.7097
       2.398      0.5759      0.1304         250       3.766       1.131
       5.301      -2.222      0.1894       2e+05       0.006    0.002616
