#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.36     0.04343        2.15    0.004365   0.0004365
      0.5563      -2.115     0.04343         3.6    0.007666   0.0007666
      0.6532      -2.095     0.04343         4.5    0.008027   0.0008027
      0.7634      -2.226     0.04343         5.8    0.005945   0.0005945
      0.8976       -2.15     0.04343         7.9    0.007081   0.0007081
       1.204      -1.408     0.08635          16      0.0391    0.007774
        1.38      -1.468     0.04552          24     0.03408    0.003572
           2      0.1353     0.09877         100       1.366      0.3106
       2.204       0.256      0.2122         160       1.803      0.8811
       5.301      -2.181      0.1855       2e+05    0.006595    0.002817
