#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.352     0.04343        2.15    0.004446   0.0004446
      0.5563      -1.734     0.04343         3.6     0.01846    0.001846
      0.6532      -1.759     0.04343         4.5     0.01743    0.001743
      0.7634      -1.713     0.04343         5.8     0.01938    0.001938
      0.8976      -1.915     0.04343         7.9     0.01217    0.001217
       1.204       -1.42     0.07157          16     0.03798    0.006259
        1.38      -1.574      0.1046          24     0.02668    0.006423
       2.204      0.1425      0.1878         160       1.388      0.6002
       2.398      0.5514      0.1477         250       3.559        1.21
       5.301       -2.29      0.2055       2e+05    0.005128    0.002427
