#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.976     0.04343        2.15     0.01057    0.001057
      0.5563      -1.533     0.04343         3.6     0.02932    0.002932
      0.6532      -1.425     0.04343         4.5     0.03755    0.003755
      0.7634      -1.481     0.04343         5.8     0.03304    0.003304
      0.8976      -1.549     0.04343         7.9     0.02822    0.002822
       1.204      -0.942     0.05551          16      0.1143     0.01461
        1.38     -0.7392     0.04343          24      0.1823     0.01823
           2      0.6201     0.04343         100        4.17       0.417
       2.204      0.9392     0.04343         160       8.694      0.8694
       2.398       1.165     0.06708         250       14.63       2.259
       2.544       1.201     0.05211         350        15.9       1.908
       2.699      0.9983      0.1479         500       9.961       3.391
       3.064      0.3649      0.1168        1160       2.317      0.6232
       5.301      -1.517     0.04857       2e+05      0.0304      0.0034
