#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.248     0.04343        2.15    0.005649   0.0005649
      0.5563      -2.128     0.04343         3.6    0.007442   0.0007442
      0.6532      -2.037     0.04343         4.5    0.009186   0.0009186
      0.7634       -2.12     0.04343         5.8    0.007582   0.0007582
      0.8976      -2.053     0.04343         7.9    0.008854   0.0008854
       1.204      -1.053     0.04343          16     0.08857    0.008857
        1.38      -1.262     0.04343          24     0.05471    0.005471
           2      0.1999     0.09174         100       1.585      0.3347
       2.204       0.251      0.1846         160       1.782      0.7575
       2.398      0.8238     0.08503         250       6.666       1.305
       2.544      0.6109      0.1793         350       4.083       1.686
