#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.6532       5.301       5.301         4.5         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
           2       5.686       5.686         100      0.5169   2.427e+05
       2.204      0.5532      0.5532         160    -0.04514        1.81
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.097      -2.097       2e+05    0.002535    0.002729
