#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.112     0.04343        2.15     0.07727    0.007727
      0.5563      -1.245     0.04343         3.6     0.05688    0.005688
      0.6532      -1.435     0.04343         4.5     0.03672    0.003672
      0.7634      -1.484     0.04343         5.8     0.03284    0.003284
      0.8976       -1.71     0.04343         7.9     0.01949    0.001949
        1.38      -1.172     0.04343          24     0.06734    0.006734
           2      0.1293      0.1109         100       1.347      0.3439
       2.204      0.5803     0.09051         160       3.804      0.7929
       2.398      0.7634      0.1154         250       5.799       1.541
       2.544      0.8179       0.198         350       6.575       2.998
