#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.88     0.04343        2.15     0.01318    0.001318
      0.5563      -1.687     0.04343         3.6     0.02054    0.002054
      0.6532      -1.713     0.04343         4.5     0.01936    0.001936
      0.7634      -1.849     0.04343         5.8     0.01416    0.001416
      0.8976      -1.831     0.04343         7.9     0.01477    0.001477
       1.204     -0.9458     0.04343          16      0.1133     0.01133
        1.38      -1.087     0.04343          24      0.0818     0.00818
           2       0.463     0.05241         100       2.904      0.3505
       2.204      0.5884     0.09104         160       3.876      0.8125
       5.301      -1.997      0.1067       2e+05     0.01007    0.002475
