#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.408     0.04343        2.15     0.03908    0.003908
      0.5563      -1.369     0.04343         3.6     0.04277    0.004277
      0.6532      -1.553     0.04343         4.5     0.02802    0.002802
      0.7634      -1.514     0.04343         5.8     0.03065    0.003065
      0.8976       -1.67     0.04343         7.9      0.0214     0.00214
       1.204     -0.7701     0.04343          16      0.1698     0.01698
        1.38     -0.7632     0.04343          24      0.1725     0.01725
           2      0.3796     0.06453         100       2.397      0.3561
       2.204      0.6216       0.134         160       4.184       1.291
       2.398       1.083      0.1371         250        12.1       3.818
       5.301      -1.438      0.1142       2e+05      0.0365      0.0096
