#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.7634       -3.06       -3.06         5.8     7.5e-05    0.000398
       1.204      -1.884      -1.884          16    0.002026    0.005512
        1.38      -2.055      -2.055          24    0.001217    0.003799
           2     -0.1724     -0.1724         100   1.792e-05      0.3361
       2.204      0.5193      0.5193         160       1.555      0.8754
       2.398      0.8471      0.8471         250       1.623       2.705
       2.544       1.113       1.113         350       4.892       4.042
       2.699       0.641       0.641         500   3.106e-07       2.188
       2.929      0.3836      0.3836         850      0.4142       1.002
       3.064      0.2526      0.2526        1160      0.2586      0.7652
