#      _xxWS        ftot       firac        fagn        fsfr
#
     -0.7972     0.09569    0.005253   2.986e-13     0.09044
     -0.7872     0.07719    0.005493   2.986e-13      0.0717
     -0.7772     0.05881    0.005853   2.986e-13     0.05296
     -0.7672     0.04047    0.006249   2.986e-13     0.03422
     -0.7572      0.0222    0.006716   2.986e-13     0.01549
     -0.7472    0.007222    0.007222   2.986e-13  -1.855e-09
     -0.7372    0.007502    0.007502   2.986e-13   -1.89e-09
     -0.7272    0.007788    0.007788   2.986e-13  -1.925e-09
     -0.7172    0.007742    0.007742   2.986e-13   -1.96e-09
     -0.7072    0.007836    0.007836   2.986e-13  -1.997e-09
     -0.6972    0.007851    0.007851   2.986e-13  -2.034e-09
     -0.6872    0.007898    0.007898   2.986e-13  -2.072e-09
     -0.6772    0.007797    0.007797   2.986e-13   -2.11e-09
     -0.6672    0.007975    0.007975   2.986e-13   -2.15e-09
     -0.6572    0.008104    0.008104   2.986e-13   -2.19e-09
     -0.6472    0.008161    0.008161   2.986e-13   -2.23e-09
     -0.6372    0.008186    0.008186   2.986e-13  -2.272e-09
     -0.6272    0.008133    0.008133   2.986e-13  -2.314e-09
     -0.6172    0.008033    0.008033   2.986e-13  -2.357e-09
     -0.6072    0.007934    0.007934   2.986e-13  -2.401e-09
     -0.5972    0.007851    0.007851   2.986e-13  -2.445e-09
     -0.5872    0.007847    0.007847   2.986e-13  -2.491e-09
     -0.5772    0.007773    0.007773   2.986e-13  -2.537e-09
     -0.5672    0.007743    0.007743   2.986e-13  -2.584e-09
     -0.5572     0.00779     0.00779   2.986e-13  -2.632e-09
     -0.5472    0.007934    0.007934   2.986e-13  -2.681e-09
     -0.5372    0.007945    0.007945   2.986e-13  -2.731e-09
     -0.5272     0.00798     0.00798   2.986e-13  -2.782e-09
     -0.5172    0.007967    0.007967   2.986e-13  -2.834e-09
     -0.5072    0.007933    0.007933   2.986e-13  -2.886e-09
     -0.4972    0.007861    0.007861   2.986e-13   -2.94e-09
     -0.4872    0.007797    0.007797   2.986e-13  -2.995e-09
     -0.4772    0.007745    0.007745   2.986e-13   -3.05e-09
     -0.4672    0.007686    0.007686   2.986e-13  -3.107e-09
     -0.4572    0.007638    0.007638   2.986e-13  -3.165e-09
     -0.4472    0.007602    0.007602   2.986e-13  -3.224e-09
     -0.4372    0.007558    0.007558   2.986e-13  -3.284e-09
