#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.164     0.04343        2.15     0.06855    0.006855
      0.5563      -1.153     0.04343         3.6     0.07024    0.007024
      0.6532      -1.296     0.04343         4.5     0.05057    0.005057
      0.7634      -1.349     0.04343         5.8     0.04481    0.004481
      0.8976      -1.472     0.04343         7.9     0.03376    0.003376
       1.204      -0.763     0.04343          16      0.1726     0.01726
        1.38     -0.6784     0.04343          24      0.2097     0.02097
           2       0.312     0.07922         100       2.051      0.3742
       2.204       0.923     0.04343         160       8.375      0.8375
       2.398       1.112     0.06532         250       12.95       1.948
       2.544       1.026      0.1015         350       10.61       2.479
       5.301      -1.818     0.07396       2e+05     0.01519    0.002587
