#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.308     0.04343        2.15      0.0492     0.00492
      0.5563      -1.239     0.04343         3.6     0.05768    0.005768
      0.6532      -1.391     0.04343         4.5     0.04064    0.004064
      0.7634      -1.352     0.04343         5.8     0.04445    0.004445
      0.8976      -1.461     0.04343         7.9     0.03461    0.003461
       1.204     -0.3873     0.04343          16      0.4099     0.04099
        1.38     -0.3036     0.04343          24       0.497      0.0497
           2       0.885     0.04343         100       7.674      0.7674
       2.204       1.099     0.04343         160       12.57       1.257
       2.398      0.9602      0.1065         250       9.125       2.237
       5.301       -1.32     0.04805       2e+05      0.0479      0.0053
