#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.252     0.04343        2.15    0.005598   0.0005598
      0.5563      -2.135     0.04343         3.6    0.007321   0.0007321
      0.6532      -2.276     0.04343         4.5    0.005301   0.0005301
      0.7634      -2.344     0.04343         5.8    0.004534   0.0004534
      0.8976      -2.522     0.05105         7.9    0.003003    0.000353
       1.204        -1.6       0.135          16     0.02514    0.007816
        1.38      -1.539      0.1259          24     0.02889    0.008378
           2    -0.06279      0.2136         100      0.8654      0.4256
       2.204      0.4897      0.1797         160       3.088       1.278
       5.301      -2.054      0.1221       2e+05    0.008822     0.00248
