#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.444     0.04343        2.15     0.03597    0.003597
      0.5563       -1.47     0.04343         3.6     0.03388    0.003388
      0.6532       -1.57     0.04343         4.5     0.02694    0.002694
      0.7634      -1.484     0.04343         5.8     0.03283    0.003283
      0.8976      -1.357     0.04343         7.9     0.04397    0.004397
       1.204     -0.7786     0.04343          16      0.1665     0.01665
        1.38     -0.6692     0.04343          24      0.2142     0.02142
           2      0.8233     0.04343         100       6.658      0.6658
       2.204       1.025      0.0568         160       10.58       1.384
       2.398       1.098     0.08523         250       12.53       2.458
       2.544      0.9614      0.1219         350       9.149       2.567
       5.301      -1.333     0.05324       2e+05      0.0465      0.0057
