#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.028     0.04343        2.15     0.09376    0.009376
      0.5563      -1.148     0.04343         3.6     0.07106    0.007106
      0.6532        -1.3     0.04343         4.5     0.05014    0.005014
      0.7634      -1.317     0.04343         5.8     0.04817    0.004817
      0.8976      -1.466     0.04343         7.9     0.03421    0.003421
       1.204      -1.033     0.07819          16     0.09276      0.0167
        1.38     -0.8841     0.04343          24      0.1306     0.01306
           2      0.4654     0.05702         100        2.92      0.3834
       2.204      0.6832     0.07566         160       4.821      0.8399
       2.398      0.7882     0.06073         250        6.14      0.8586
