#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.884     0.04343        2.15      0.1306     0.01306
      0.5563     -0.9566     0.04343         3.6      0.1105     0.01105
      0.6532      -1.107     0.04343         4.5     0.07821    0.007821
      0.7634       -1.17     0.04343         5.8     0.06766    0.006766
      0.8976      -1.256     0.04343         7.9     0.05547    0.005547
       1.204     -0.8867     0.04343          16      0.1298     0.01298
        1.38     -0.7196     0.04343          24      0.1907     0.01907
           2    -0.04757      0.1691         100      0.8963      0.3489
       2.204      0.6889     0.06771         160       4.886      0.7617
       2.398      0.5487      0.1532         250       3.538       1.248
