#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.468     0.04343        2.15     0.03404    0.003404
      0.5563      -1.217     0.04343         3.6     0.06067    0.006067
      0.6532      -1.338     0.04343         4.5     0.04594    0.004594
      0.7634      -1.424     0.04343         5.8     0.03768    0.003768
      0.8976      -1.365     0.04343         7.9     0.04314    0.004314
       1.204      -1.111     0.06695          16     0.07745     0.01194
        1.38      -1.008     0.04343          24     0.09808    0.009808
           2      0.3871     0.06193         100       2.438      0.3477
       2.204      0.6692      0.0709         160       4.669      0.7623
       2.398      0.7403      0.1001         250       5.499       1.268
       5.301      -1.916      0.1009       2e+05     0.01214     0.00282
