#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.628     0.04343        2.15     0.02355    0.002355
      0.5563       -1.55     0.04343         3.6     0.02816    0.002816
      0.6532      -1.706     0.04343         4.5     0.01969    0.001969
      0.7634      -1.676     0.04343         5.8     0.02109    0.002109
      0.8976      -1.787     0.04343         7.9     0.01633    0.001633
       1.204     -0.7587     0.04343          16      0.1743     0.01743
        1.38     -0.6981     0.04343          24      0.2004     0.02004
           2      0.5695     0.04343         100       3.711      0.3711
       2.204      0.7671      0.0542         160       5.849      0.7299
       5.301      -1.633     0.05033       2e+05      0.0233      0.0027
