#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.88     0.04343        2.15      0.1318     0.01318
      0.5563       -1.24     0.04343         3.6     0.05751    0.005751
      0.6532       -1.27     0.04343         4.5     0.05375    0.005375
      0.7634      -1.368     0.04343         5.8     0.04285    0.004285
      0.8976     -0.9201     0.04343         7.9      0.1202     0.01202
        1.38     -0.4921     0.04343          24       0.322      0.0322
           2      0.9069     0.04343         100       8.071      0.8071
       2.204       1.032     0.05228         160       10.77       1.297
       2.398      0.9751     0.05985         250       9.443       1.301
       2.544      0.9167      0.1991         350       8.255       3.784
       5.301       -1.65      0.0601       2e+05      0.0224      0.0031
