#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.224     0.04343        2.15      0.0597     0.00597
      0.5563      -1.322     0.04343         3.6     0.04766    0.004766
      0.6532      -1.452     0.04343         4.5     0.03534    0.003534
      0.7634      -1.466     0.04343         5.8     0.03419    0.003419
      0.8976      -1.533     0.04343         7.9     0.02931    0.002931
       1.204     -0.9901     0.04343          16      0.1023     0.01023
        1.38     -0.9215     0.04343          24      0.1198     0.01198
           2      0.4678     0.05237         100       2.936      0.3541
       2.204      0.8141     0.05849         160       6.518      0.8778
       5.301      -2.216      0.1753       2e+05    0.006078    0.002453
