#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.492     0.04343        2.15     0.03221    0.003221
      0.5563      -1.542     0.04343         3.6      0.0287     0.00287
      0.6532      -1.684     0.04343         4.5      0.0207     0.00207
      0.7634      -1.656     0.04343         5.8     0.02206    0.002206
      0.8976       -1.76     0.04343         7.9     0.01736    0.001736
       1.204      -0.945     0.04343          16      0.1135     0.01135
        1.38     -0.8383     0.04343          24      0.1451     0.01451
           2      0.5239      0.0493         100       3.341      0.3793
       2.204      0.7137     0.07325         160       5.172      0.8724
       2.398      0.7278      0.1101         250       5.343       1.354
       2.544      0.6361      0.1814         350       4.326       1.807
       5.301      -1.891     0.08639       2e+05     0.01284    0.002554
