#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.029      -3.029         5.8    0.000135      0.0004
      0.8976      -2.767      -2.767         7.9    0.000809     0.00045
       1.204      -2.005      -2.005          16   1.903e-10    0.004944
           2     -0.1628     -0.1628         100   1.792e-05      0.3437
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.3123      0.3123         850    0.002471       1.025
       3.064      0.1757      0.1757        1160    2.13e-10      0.7494
       5.301      -2.172      -2.172       2e+05    0.001669    0.002533
