#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.68     0.04343        2.15     0.02089    0.002089
      0.5563      -1.403     0.04343         3.6     0.03958    0.003958
      0.6532       -1.46     0.04343         4.5     0.03471    0.003471
      0.7634      -1.589     0.04343         5.8     0.02576    0.002576
      0.8976      -1.646     0.04343         7.9     0.02259    0.002259
       1.204      -1.005     0.04343          16      0.0989     0.00989
        1.38     -0.9944     0.04343          24      0.1013     0.01013
           2      0.7202     0.04882         100       5.251      0.5903
       2.204      0.8962     0.09704         160       7.873       1.759
       2.398       1.007      0.1094         250       10.16       2.558
       5.301      -1.599     0.04825       2e+05      0.0252      0.0028
